name,latitude,longitude
Broadleaf_Cropland_100.0__37.77645230293274.jpg,32.93008235913976,-112.93619751950622
Broadleaf_Cropland_100.0__25.582769513130188.jpg,32.95020462150404,-112.89595299477767
Broadleaf_Cropland_100.0__34.991809725761414.jpg,32.95020462150404,-112.93619751950622
Broadleaf_Cropland_100.0__56.26099109649658.jpg,32.97032688386832,-112.03069571311374
Broadleaf_Cropland_100.0__40.28635621070862.jpg,33.111182720418256,-115.59233615159083
Broadleaf_Cropland_100.0__75.4344642162323.jpg,40.79788694357218,22.60736176626554
Broadleaf_Cropland_100.0__70.46980857849121.jpg,40.918620517757844,23.693963933936516
Broadleaf_Cropland_100.0__67.09879636764526.jpg,40.93874278012212,23.794575245757898
Broadleaf_Cropland_100.0__69.2408561706543.jpg,40.93874278012212,23.81469750812218
Broadleaf_Cropland_100.0__75.58785676956177.jpg,40.93874278012212,24.67995478978611
Broadleaf_Cropland_100.0__71.18563055992126.jpg,40.9588650424864,23.73420845866505
Broadleaf_Cropland_100.0__66.74420237541199.jpg,40.9588650424864,23.774452983393616
Broadleaf_Cropland_100.0__77.00845003128052.jpg,40.9588650424864,24.67995478978611
Broadleaf_Cropland_100.0__76.63764357566833.jpg,40.9588650424864,24.720199314514645
Broadleaf_Cropland_100.0__70.50644755363464.jpg,40.978987304850676,23.73420845866505
Broadleaf_Cropland_100.0__68.74766945838928.jpg,40.978987304850676,23.754330721029334
Broadleaf_Cropland_100.0__74.31430220603943.jpg,40.99910956721495,23.693963933936516
Broadleaf_Cropland_100.0__76.10145211219788.jpg,41.019231829579226,24.23726501777199
Broadleaf_Cropland_100.0__74.3104875087738.jpg,41.03935409194351,23.432374523200906
Broadleaf_Cropland_100.0__76.7234206199646.jpg,41.05947635430778,23.492741310293724
Broadleaf_Cropland_100.0__75.12868046760559.jpg,41.05947635430778,25.0421555123431
Broadleaf_Cropland_100.0__74.89598989486694.jpg,41.07959861667206,24.096409181222043
Broadleaf_Cropland_100.0__74.08742308616638.jpg,41.119843141400615,23.351885473743806
Broadleaf_Cropland_100.0__76.20378136634827.jpg,41.119843141400615,23.412252260836624
Broadleaf_Cropland_100.0__75.15963315963745.jpg,41.16008766612917,23.311640949015242
Broadleaf_Cropland_100.0__67.5790011882782.jpg,41.18020992849345,-101.02381819985408
Broadleaf_Cropland_100.0__73.53841662406921.jpg,41.220454453222004,23.21102963719386
Broadleaf_Cropland_100.0__67.02727675437927.jpg,43.75585951112094,25.46472302199291
Broadleaf_Cropland_100.0__68.44017505645752.jpg,43.77598177348522,25.56533433381429
Broadleaf_Cropland_100.0__67.8914725780487.jpg,43.796104035849496,25.56533433381429
Broadleaf_Cropland_100.0__69.23950910568237.jpg,43.836348560578045,24.378120854321935
Broadleaf_Cropland_100.0__68.50677132606506.jpg,43.836348560578045,24.4183653790505
Broadleaf_Cropland_100.0__69.58005428314209.jpg,43.836348560578045,24.43848764141478
Broadleaf_Cropland_100.0__68.3620810508728.jpg,43.836348560578045,24.881177413428873
Broadleaf_Cropland_100.0__68.05950999259949.jpg,43.836348560578045,25.56533433381429
Broadleaf_Cropland_100.0__68.4692919254303.jpg,43.85647082294233,25.303744923078682
Broadleaf_Cropland_100.0__66.87251925468445.jpg,43.997326659492266,25.706190170364238
Broadleaf_Cropland_100.0__64.45998549461365.jpg,47.5992116226979,20.534768742744973
Broadleaf_Cropland_100.0__68.09613108634949.jpg,48.80654736455454,4.296103014773223
Broadleaf_Cropland_100.0__64.45373296737671.jpg,48.80654736455454,4.316225277137477
Broadleaf_Cropland_100.0__62.25017309188843.jpg,48.80654736455454,4.416836588958887
Broadleaf_Cropland_100.0__68.32069158554077.jpg,48.826669626918815,4.436958851323141
Broadleaf_Cropland_100.0__65.53761959075928.jpg,48.826669626918815,4.457081113687423
Broadleaf_Cropland_100.0__64.96779322624207.jpg,48.826669626918815,4.658303737330215
Broadleaf_Cropland_100.0__65.08228778839111.jpg,48.84679188928309,4.014391341673331
Broadleaf_Cropland_100.0__59.804582595825195.jpg,48.84679188928309,4.054635866401895
Broadleaf_Cropland_100.0__66.50303602218628.jpg,48.84679188928309,4.115002653494713
Broadleaf_Cropland_100.0__69.4745421409607.jpg,48.84679188928309,4.296103014773223
Broadleaf_Cropland_100.0__67.52798557281494.jpg,48.84679188928309,4.537570163144551
Broadleaf_Cropland_100.0__66.99831485748291.jpg,48.84679188928309,4.5576924255088045
Broadleaf_Cropland_100.0__59.45892930030823.jpg,48.84679188928309,4.69854826205875
Broadleaf_Cropland_100.0__66.38859510421753.jpg,48.86691415164737,3.954024554580485
Broadleaf_Cropland_100.0__63.91112804412842.jpg,48.86691415164737,4.054635866401895
Broadleaf_Cropland_100.0__62.74622678756714.jpg,48.86691415164737,4.678425999694468
Broadleaf_Cropland_100.0__69.0672218799591.jpg,48.90715867637592,2.9680336987309204
Broadleaf_Cropland_100.0__70.58042883872986.jpg,48.90715867637592,4.477203376051705
Broadleaf_Cropland_100.0__70.54742574691772.jpg,48.96752546346875,4.497325638415987
Broadleaf_Cropland_100.0__69.53938007354736.jpg,48.96752546346875,4.517447900780269
Broadleaf_Cropland_100.0__68.84191036224365.jpg,48.96752546346875,4.537570163144551
Broadleaf_Cropland_100.0__61.733025312423706.jpg,48.96752546346875,4.658303737330215
Broadleaf_Cropland_100.0__61.844927072525024.jpg,48.96752546346875,4.7186705244230325
Broadleaf_Cropland_100.0__61.27749681472778.jpg,48.96752546346875,4.758915049151597
Broadleaf_Cropland_100.0__66.99588298797607.jpg,48.987647725833035,4.074758128766149
Broadleaf_Cropland_100.0__64.06809687614441.jpg,48.987647725833035,4.638181474965933
Broadleaf_Cropland_100.0__61.99740171432495.jpg,48.987647725833035,4.69854826205875
Broadleaf_Cropland_100.0__59.036076068878174.jpg,49.00776998819731,4.678425999694468
Broadleaf_Cropland_100.0__65.65088033676147.jpg,49.00776998819731,4.69854826205875
Broadleaf_Cropland_100.0__66.31376147270203.jpg,49.027892250561585,4.477203376051705
Broadleaf_Cropland_100.0__63.8790488243103.jpg,49.027892250561585,4.758915049151597
